CODIGO;COD_PROV;COD_FAB;TIPO;MARCA;PRESENT;DETALLE;ID_PROV;PROVE;STOCK;MINIMO;PTOPEDIR;STKCONS;C_ADQ_ANT;LISTA_ANT;PCIO_ANT;CTO_ADQ;FEC_ADQ;CTO_REP;FEC_ACT;LISTA;MG_RUBRO;MARGEN;PRECIO;ALIC_IVA;PCIOT;COD_ANT;VTO;FACTURA;CREDEN;MONEDA;COTIZ;DTOMAX;DTOEFE;DTOTAR;DTOTARC;STKSUC1;STKSUC2;STKSUC3;ID_MARCA;ID_RUBRO;ID_FLIA;ID_SFLIA;SUBPROD;CODIVA;STKINI;ID_MI;STKINI1
4831;;;;DSK;;GORRA DSK CASQUETE POLICIA DE TUCUMAN;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;12400;12400;23966.9421;12400;2026-05-18;12400;2026-05-18;12400;30;133.2711;28925.62;0.21;35000;A4831;;0;0;PES;1;30;0;0;0;0;0;0;67;8;27;1;0;5;44;0;0
4899;;;;DSK;;BUZO DSK POLAR ADULTO TALLE ESPECIAL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;40082.645;2023-12-29;40082.65;2023-12-29;40082.65;30;0;40082.6446;0.21;48500;A4899;;0;0;PES;1;20;0;0;0;0;0;0;67;8;26;13;0;5;0;0;0
4905;;;;COLT;;CACHA COLT M.OFICCER MARFIL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4905;;0;0;USD;1050;20;0;0;0;0;0;0;57;1;37;25;0;5;0;0;0
4909;;;;HALCON;;CACHA HALCON ORIGINAL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4909;;0;0;PES;1;20;0;0;0;0;0;0;97;1;37;25;0;5;0;0;0
4910;;;;HOGUE;;CACHA HOGUE DAN WESSON SMALL FRAME;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;12.5001;2023-11-21;0;30;75;21.8752;0.21;26.469;A4910;;0;0;USD;1050;20;0;0;0;0;0;0;104;1;37;25;0;5;0;0;0
4912;;;;HOGUE;;CACHA HOGUE P/RUGER GP.100,101 SRE;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4912;;0;0;USD;1050;20;0;0;0;0;0;0;104;1;37;25;0;5;0;0;0
4922;1944;;;DSK;;ACEITE TF3 LUBRICANTE TEFLONADO AEROSOL  (1944);8264;SPECTOR ESTEBAN ABRAHAM;-1;1;1;0;2652.55;0;6611.57;3500;2025-01-03;3500;2026-01-05;2652.55;30;147.934;8677.69;0.21;10500;A4922;;0;0;PES;1;20;0;0;0;2;0;0;67;1;31;5;0;5;-4;0;0
4944;;;;DSK;;CAMP DSK POLAR HOMBRE TALLE.L;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;6221.4876;41818.182;2023-12-29;41818.19;2023-12-29;41818.19;30;0;41818.1818;0.21;50600;A4944;;0;0;PES;1;20;0;0;0;0;0;0;67;8;26;18;0;5;0;0;0
4949;;;;DSK;;CHAQUETA DSK CAMO REEP STOP TALLE 2XL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4949;;0;0;USD;1050;20;0;0;0;0;0;0;67;8;26;23;0;5;0;0;0
4950;;;;DSK;;CHAQUETA DSK CAMO REEP STOP TALLE 3XL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4950;;0;0;USD;1050;20;0;0;0;0;0;0;67;8;26;23;0;5;0;0;0
4951;;;;DSK;;CHAQUETA DSK CAMO REEP STOP TALLE L;8264;SPECTOR ESTEBAN ABRAHAM;-2;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4951;;0;0;USD;1050;20;0;0;0;0;0;0;67;8;26;23;0;5;0;0;0
4952;;;;DSK;;CHAQUETA DSK CAMO REEP STOP TALLE M;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4952;;0;0;USD;1050;20;0;0;0;0;0;0;67;8;26;23;0;5;1;0;0
4953;;;;DSK;;CHAQUETA DSK CAMO REEP STOP TALLE XL;8264;SPECTOR ESTEBAN ABRAHAM;12;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A4953;;0;0;USD;1050;20;0;0;0;0;0;0;67;8;26;23;0;5;12;0;0
5044;;;;FOSTER;;RIFLE PCP FOSTER C.5,5 M.F290 BULLPUB CUL MADERA 10T;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;165293.0003;2023-11-21;0;30;45;239674.8504;0.21;290006.569;A5044;;0;0;PES;1;20;0;0;0;0;0;0;88;7;45;55;0;5;0;0;0
5099;A5099;;;UZKOM;;"US ESC UZKON C.12 M.SEMI 20"" C/PISTOL (N.UZ16-12828)";8264;SPECTOR ESTEBAN ABRAHAM;1;1;1;0;400000;0;652892.56;350000;2026-04-10;350000;2026-04-10;350000;30;86.5407;652892.562;0.21;790000;A5099;;0;1;PES;1;20;0;0;0;0;0;0;226;3;41;31;1;5;0;0;0
5140;;;;BERETTA;;RIÑONERA BERETTA P/ARMAS;8264;SPECTOR ESTEBAN ABRAHAM;1;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5140;;0;0;USD;1050;20;0;0;0;0;0;0;23;1;4;8;0;5;1;0;0
5142;;;;DSK;;BOLSO DSK TIRO ESCOPETA P/CARTUCHOS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;4500;2023-11-21;0;30;100;9000;0.21;10890;A5142;;0;0;PES;1;20;0;0;0;0;0;0;67;5;33;12;0;5;0;0;0
5145;;;;BERETTA;;REPUESTO BERETTA P/ESC SEMI REGULACION CULATA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5145;;0;0;USD;1050;20;0;0;0;0;0;0;23;1;4;8;0;5;0;0;0
5189;;;;KRD;;CACHA KRD P/BERSA 23 Y OTROS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5189;;0;0;PES;1;20;0;0;0;0;0;0;118;1;37;25;0;5;0;0;0
5148;;;;DSK;;MOSQUETON EL GORDO PLASTICO;8264;SPECTOR ESTEBAN ABRAHAM;1;1;1;0;1395;0;4132.23;1605;2026-04-20;1605;2026-04-20;1605;30;208.9519;4958.6777;0.21;6000;A5148;;0;0;PES;1;20;0;0;0;1;0;0;67;1;46;70;0;5;6;0;0
5192;;;;DSK;;LINT DSK RANGE MAXX 1AAA LED P/ARMA FIBRA OPTICA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5192;;0;0;PES;1;20;0;0;0;0;0;0;67;5;25;41;0;5;2;0;0
5194;;;;RUBI;;REPUES AR RESORTE RUBI;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5194;;0;0;PES;1;20;0;0;0;0;0;0;186;7;7;69;0;5;0;0;0
5200;;;;KRD;;TORNILLO KRD P/CACHAS COLT JGO X4;8264;SPECTOR ESTEBAN ABRAHAM;3;1;1;0;0;0;0;0;2023-11-21;0;2023-11-21;0;30;0;0;0.21;0;A5200;;0;0;PES;1;20;0;0;0;0;0;0;118;1;37;66;0;5;3;0;0
5268;;;;BERETTA;;PROT AUDIT BERETTA TAPON INTERCAMBIAB. ORIGINAL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;35.5372;2023-11-21;0;30;75;62.1901;0.21;75.25;A5268;;0;0;USD;1050;20;0;0;0;0;0;0;23;1;46;70;0;5;0;0;0
5269;;;;BERETTA;;CHALECO BERETTA DE TIRO TALLE L NEGRO MALLA GRIS;8264;SPECTOR ESTEBAN ABRAHAM;1;1;1;0;0;0;0;0;2023-11-21;80.9918;2023-11-21;0;30;65;133.6364;0.21;161.7;A5269;;0;0;USD;1050;20;0;0;0;0;0;0;23;8;26;2;0;5;1;0;0
5270;;;;BERETTA;;CHALECO BERETTA DE TIRO TALLE XL NEGRO MALLA GRIS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;80.9917;2023-11-21;0;30;0;80.9917;0.21;98;A5270;;0;0;USD;1050;20;0;0;0;0;0;0;23;8;26;2;0;5;0;0;0
5271;;;;BERETTA;;CHALECO BERETTA DE TIRO TALLE XXL NEGRO MALLA GRIS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;80.9917;2023-11-21;0;30;0;80.9917;0.21;98;A5271;;0;0;USD;1050;20;0;0;0;0;0;0;23;8;26;2;0;5;0;0;0
5272;;;;BERETTA;;CHALECO BERETTA DE TIRO TALLE XXXL NEGRO MALLA GRIS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;80.9917;2023-11-21;0;30;0;80.9917;0.21;98;A5272;;0;0;USD;1050;20;0;0;0;0;0;0;23;8;26;2;0;5;0;0;0
5273;;;;BERETTA;;CHALECO BERETTA DE TIRO TALLE M NEGRO MALLA GRIS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;75;0;99.17;75;2025-10-09;75;2025-10-09;75;30;32.2315;99.1736;0.21;120;A5273;;0;0;USD;1050;20;0;0;0;0;0;0;23;8;26;2;0;5;1;0;0
5274;;;;BERETTA;;DESCARGA PERCUTOR BERETTA IMPORTADO METALICO;8264;SPECTOR ESTEBAN ABRAHAM;2;1;1;0;18;0;41.32;18;2025-10-09;18;2025-10-09;18;30;129.5683;41.3223;0.21;50;A5274;;0;0;USD;1050;20;0;0;0;1;0;0;23;1;46;70;0;5;0;0;0
5283;;;;HDAVIS;;PORTA CORREA HDAVIS S/TORNILLOS QPON ANCHOS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;9132.23;2023-11-21;9132.23;2024-09-25;0;30;103.6199;18595.04;0.21;22500;A5283;;0;0;PES;1050;20;0;0;0;0;0;0;250;1;4;8;0;5;14;0;0
5400;;;;DSK;;CAMISA DSK ML AZUL T.L/46/48 ARCIEL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;18414;38016.529;2023-12-29;38016.53;2023-12-29;38016.53;30;0;38016.5289;0.21;46000;A5400;;0;0;PES;1;20;0;0;0;0;0;0;67;8;26;16;0;5;1;0;0
5408;;;;DSK;;CHOMBA DSK PIQUE AZUL T L;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;8172;16942.149;2023-12-29;16942.15;2023-12-29;16942.15;30;100;33884.2975;0.21;41000;A5408;;0;0;PES;1;20;0;0;0;0;0;0;67;8;26;62;0;5;0;0;0
5518;;;;FOSTER;;RIFLE PCP FOSTER C.6,35 M.F290 CUL MADERA 10T;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;159311.0499;2023-11-21;0;30;45;231001.0223;0.21;279511.237;A5518;;0;0;PES;1;20;0;0;0;0;0;0;88;7;45;55;0;5;0;0;0
5519;;;;FOSTER;;RIFLE PCP FOSTER C.6,35 M.F290 BULLPUB CUL MADERA 10T;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;0;0;2023-11-21;181748;2023-11-21;0;30;45;263534.6;0.21;318876.866;A5519;;0;0;PES;1;20;0;0;0;0;0;0;88;7;45;55;0;5;0;0;0
5522;;;TRAMITE;;;ESTAMPILLA $ 5.000;8264;SPECTOR ESTEBAN ABRAHAM;-89;1;0;0;0;0;0;5000;;5000;2024-03-08;0;0;0;5000;0;5000;;;0;0;PES;1;0;0;0;0;-5;0;0;0;12;50;78;0;3;929;0;0
5573;;;TRAMITE;;;ESTAMPILLA $ 10.000;8264;SPECTOR ESTEBAN ABRAHAM;-373;1;0;0;0;0;0;10000;;10000;2024-03-08;0;0;0;10000;0;10000;;;0;0;PES;1;0;0;0;0;-12;0;0;0;12;50;78;0;3;725;0;0
5574;;;TRAMITE;;;ESTAMPILLA $ 2.000;8264;SPECTOR ESTEBAN ABRAHAM;-91;1;0;0;0;0;0;2000;;2000;2024-03-08;0;0;0;2000;0;2000;;;0;0;PES;1;0;0;0;0;-5;0;0;0;12;50;78;0;3;521;0;0
5575;;;TRAMITE;;;ESTAMPILLA $ 1.000;8264;SPECTOR ESTEBAN ABRAHAM;-43;1;0;0;0;0;0;1000;;1000;2024-03-08;0;0;0;1000;0;1000;;;0;0;PES;1;0;0;0;0;-6;0;0;0;12;50;78;0;3;504;0;0
5576;;;TRAMITE;;;GESTORIA CLU;8264;SPECTOR ESTEBAN ABRAHAM;-424;1;0;0;0;0;0;1;;1;2024-03-08;0;0;826346;8264.46;0.21;10000;;;0;0;PES;1;0;0;0;0;-79;0;0;0;12;50;78;0;5;381;0;0
5577;;;TRAMITE;;;GESTORIA TENENCIA;8264;SPECTOR ESTEBAN ABRAHAM;-9;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;68;0;0
5578;;;TRAMITE;;;GESTORIA CCMUNICIONES;8264;SPECTOR ESTEBAN ABRAHAM;-1;1;0;0;0;0;0;1;;1;2024-03-08;0;0;165189;1652.89;0.21;2000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;5;0;0
5579;;;TRAMITE;;;GESTORIA CAMBIO DOMICILIO;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;1;;1;2024-03-08;0;0;82545;826.45;0.21;1000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;17;0;0
5580;;;TRAMITE;;;GESTORIA PORTACION;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;1;;1;2024-03-08;0;0;826346;8264.46;0.21;10000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;0;0;0
5581;;;TRAMITE;;;GESTORIA REEMPADRONAMIENTO;8264;SPECTOR ESTEBAN ABRAHAM;-12;1;0;0;0;0;0;1;;1;2024-03-08;0;0;1239569;12396.69;0.21;15000;;;0;0;PES;1;0;0;0;0;-3;0;0;0;12;50;78;0;5;18;0;0
5582;;;TRAMITE;;;GESTORIA DUPLICADO CREDENCIALES;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;7;0;0
5583;;;TRAMITE;;;GESTORIA TENENCIA Y CONSUMO;8264;SPECTOR ESTEBAN ABRAHAM;-18;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;286;0;0
5584;;;TRAMITE;;;GESTORIA TRANSFERENCIA;8264;SPECTOR ESTEBAN ABRAHAM;-88;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;-3;0;0;0;12;50;78;0;5;247;0;0
5585;;;TRAMITE;;;GESTORIA CERTIFICAION DE FIRMA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;4;0;0
5586;;;TRAMITE;;;GESTORIA PEDIDO DE SECUESTRO;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;7;0;0
5587;;;TRAMITE;;;GESTORIA EQUIPO DE RECARGA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;1;;1;2024-03-08;0;0;826346;8264.46;0.21;10000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;7;0;0
5588;;;TRAMITE;;;GESTORIA TRAMITES VARIOS;8264;SPECTOR ESTEBAN ABRAHAM;-300;1;0;0;0;0;0;1;;1;2024-03-08;0;0;82545;826.45;0.21;1000;;;0;0;PES;1;0;0;0;0;-10;0;0;0;12;50;78;0;5;77;0;0
5589;;;TRAMITE;;;GESTORIA CERTIFICACION INGRESOS;8264;SPECTOR ESTEBAN ABRAHAM;-32;1;0;0;0;0;0;26000;;26000;2024-03-08;0;0;1.7165;26446.28;0.21;32000;;;0;0;PES;1;0;0;0;0;-12;0;0;0;12;50;78;0;5;26;0;0
5590;;;TRAMITE;;;GESTORIA ESTADO REGISTRAL;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;0;0;0
5544;;CN-L75000C;;DSK;;LINT DSK  CAFINI LED P/CABEZA TIPO VINCHA RECARG CN-L75000C;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;0;0;14000;7;2024-03-04;7000;2024-03-04;140000;30;200000;14000;0.21;16940;A5192;;0;0;PES;1;20;0;0;0;0;0;0;67;5;25;41;0;5;3;0;0
6013;;;TRAMITE;;;GESTORIA CAMPO ABIERTO IDONEIDAD;8264;SPECTOR ESTEBAN ABRAHAM;-17;1;0;0;0;0;0;1;;1;2024-03-08;0;0;661057;6611.57;0.21;8000;;;0;0;PES;1;30;0;0;0;0;0;0;0;12;50;78;0;5;19;0;0
6014;;;TRAMITE;;;GESTORIA MULTA;8264;SPECTOR ESTEBAN ABRAHAM;-13;1;0;0;0;0;0;1;;1;2024-03-08;0;0;413123;4132.23;0.21;5000;;;0;0;PES;1;30;0;0;0;0;0;0;0;12;50;78;0;5;4;0;0
6016;;;TRAMITE;;;GESTORIA TRAMITE URGENTE;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;0;;0;2024-03-08;0;0;0;4132.23;0.21;5000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;0;0;0
6017;;;TRAMITE;;;GESTORIA SALIDA / ENTRADA ARMAS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;0;0;0;0;0;0;;0;2024-03-08;0;0;0;12396.69;0.21;15000;;;0;0;PES;1;0;0;0;0;0;0;0;0;12;50;78;0;5;0;0;0
6068;;;;DSK;;NAVAJA DSK M.MARIPOSA S/FINO PRACTICA M.FDX19 CALAVERAS;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;4345;0;8690;1448.33;2024-05-03;4345;2024-05-03;4345;30;100;8690;0.21;10514.9;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;1;0;0
6069;FA02;;;DSK;;NAVAJA DSK M.FLSH LISA (FA02);8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;10395;10450;23140.5;10395;2025-04-24;10395;2025-04-24;10395;30;130.5622;23966.94;0.21;29000;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;3;0;0
6070;;;;DSK;;NAVAJA DSK M.STILETE 52 M.MADERA VERDE Y NEGRO;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;11000;0;22000;3666.67;2024-05-03;11000;2024-05-03;11000;30;100;22000;0.21;26620;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;1;0;0
6071;F1019-18;;;DSK;;PINZA EL GORDO TRAVELER CROMO PREMIUM (F1019-18);8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;12090;10175;24380.17;12090;2025-01-03;12090;2025-01-03;12090;30;111.9093;25619.8347;0.21;31000;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;38;69;0;5;2;0;0
6072;;;;DSK;;PINZA DSK M.F1019-12 DIGITAL MIMETICA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;13475;0;26950;4491.67;2024-05-03;13475;2024-05-03;13475;30;100;26950;0.21;32609.5;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;38;69;0;5;0;0;0
6073;;;;DSK;;KIT SUPERVIVENCIA DSK M.V92MAY16B NEGRO CON ACCES;8264;SPECTOR ESTEBAN ABRAHAM;1;1;1;0;24000;16500;48760.33;24000;2026-04-20;24000;2026-04-20;24000;30;103.168;48760.3306;0.21;59000;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;5;1;69;0;5;1;0;0
6074;;;;DSK;;NAVAJA DSK M.FDX17 AK47 27CM;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;9515;0;19030;3171.67;2024-05-03;9515;2024-05-03;9515;30;100;19030;0.21;23026.3;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;2;0;0
6075;;;;DSK;;NAVAJA DSK M.MARIPOSA CAMO FDX07;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;7205;0;14410;3602.5;2024-05-03;7205;2024-05-03;7205;30;100;14410;0.21;17436.1;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;1;0;0
6076;;CN-L75000C;;DSK;;LINT EL GORDO M.F1014-13 RECARG USB ZOOM ALUMINIO GRANDE;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;10995;10995;23140.4959;10995;2025-04-24;10995;2025-04-24;10995;30;117.9804;23966.94;0.21;29000;A5192;;0;0;PES;1;20;0;0;0;0;0;0;67;5;25;41;0;5;9;0;0
6077;;10;;DSK;;LINT EL GORDO M.F1014-4 RECARG USB ZOOM ALUMINIO CHICA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;6705;6050;14876.03;6705;2025-01-03;6705;2025-01-03;6705;30;121.8648;14876.0331;0.21;18000;A5192;;0;0;PES;1;20;0;0;0;0;0;0;67;5;25;41;0;5;-1;0;0
6078;F1014-9A/D243020;;;DSK;;LINT EL GORDO RECARG USB C/CLIP ALUMINIO CHICA (F1014-9A/D243020);8264;SPECTOR ESTEBAN ABRAHAM;2;1;1;0;2595;4110;8181.82;4900;2025-09-05;4900;2025-09-05;4900;30;68.6625;8264.4628;0.21;10000;A5192;;0;0;PES;1;20;0;0;0;0;0;0;67;5;25;41;2;5;58;0;0
6079;;;;DSK;;NAVAJA DSK M.FA45 LINERLOCK;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;11550;0;23100;5775;2024-05-03;11550;2024-05-03;11550;30;100;23100;0.21;27951;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;0;0;0
6080;;;;DSK;;NAVAJA DSK M.FA18;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;13500;9900;27190.08;13500;2024-08-09;13500;2024-08-09;13500;30;101.4;27189;0.21;32898.69;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;1;0;0
6081;;;;DSK;;NAVAJA DSK M.FA51;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;10725;0;21450;3575;2024-05-03;10725;2024-05-03;10725;30;100;21450;0.21;25954.5;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;0;0;0
6082;;;;DSK;;NAVAJA DSK M.FA63 SEMIAUTO AP;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;11000;0;22000;5500;2024-05-03;11000;2024-05-03;11000;30;100;22000;0.21;26620;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;2;0;0
6083;;;;DSK;;NAVAJA DSK M.FA22 MILITAR ACERO C/CLIP;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;13500;9900;29752.07;13500;2025-04-24;13500;2025-04-24;13500;30;120.3857;29752.0661;0.21;36000;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;0;0;0
6084;;;;DSK;;NAVAJA DSK M.FA01 TITANIUM;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;9350;0;18700;9350;2024-05-03;9350;2024-05-03;9350;30;100;18700;0.21;22627;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;0;0;0
6085;FDX11;;;DSK;;NAVAJA DSK M.FDX11 GEAR CLIP ROMPE VIDRIO (FDX11);8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;9000;9890;18925.62;9000;2025-01-03;9000;2025-01-03;9000;30;111.2029;19008.2645;0.21;23000;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;4;0;0
6086;;;;DSK;;NAVAJA DSK M.FA47 AGUILA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;10450;0;20900;5225;2024-05-03;10450;2024-05-03;10450;30;100;20900;0.21;25289;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;2;0;0
6087;;;;DSK;;NAVAJA DSK M.FDX16 SEMIAUTO;8264;SPECTOR ESTEBAN ABRAHAM;1;1;1;0;4050;8100;16200;9400;2026-04-20;9400;2026-04-20;9400;30;102.2156;19008.2645;0.21;23000;A3271;;0;0;PES;1;20;0;0;0;1;0;0;67;6;35;69;0;5;2;0;0
6088;;;;DSK;;NAVAJA DSK M.FDX06 SWAT CORTA SOGA Y ROMPE VIDRIO;8264;SPECTOR ESTEBAN ABRAHAM;2;1;1;0;6900;6545;15702.48;6900;2025-04-24;6900;2025-04-24;6900;30;127.5722;15702.4793;0.21;19000;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;2;0;0
6089;;;;DSK;;NAVAJA DSK M.FA19 MADERA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;9900;0;19800;9900;2024-05-03;9900;2024-05-03;9900;30;100;19800;0.21;23958;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;1;0;0
6090;;;;DSK;;NAVAJA DSK M.FA18-13D/17/46;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;10450;0;20900;3483.33;2024-05-03;10450;2024-05-03;10450;30;100;20900;0.21;25289;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;1;0;0
6091;;;;DSK;;NAVAJA DSK M.FA62 CORTA SOGA;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;11550;0;23100;5775;2024-05-03;11550;2024-05-03;11550;30;100;23100;0.21;27951;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;2;0;0
6092;;;;DSK;;NAVAJA DSK M.FA53 CORTA SUBCHO  Y ROMPE VIDRIO;8264;SPECTOR ESTEBAN ABRAHAM;0;1;1;0;11535;11550;23140.5;5767.5;2024-08-09;11550;2024-08-09;11550;30;100.61;23170.4545;0.21;28036.25;A3271;;0;0;PES;1;20;0;0;0;0;0;0;67;6;35;69;0;5;1;0;0
